"source","title","author","genre","price_usd","rating","ratings_count","year","language"
"Open Library","La Peste","Albert Camus","fiction",0,4.107143,28,1942,"arm"
"Open Library","The Old Curiosity Shop","Charles Dickens","fiction",0,4,5,1800,"por"
"Open Library","White Fang","Jack London","fiction",0,3.9846153,65,1905,"por"
"Open Library","The Silver Chair","C. S. Lewis","fiction",0,4,31,1953,"pl"
"Open Library","The Scarlet Pimpernel","Emma Orczy","fiction",0,4.296296,27,1900,"pl"
"Open Library","The Riddle of the Sands","Erskine Childers","fiction",0,3.75,4,1903,"chi"
"Open Library","Le fantôme de l'opéra","Gaston Leroux","fiction",0,3.8461537,39,1911,"jpn"
"Open Library","The Innocence of Father Brown (Father Brown Mystery)","Gilbert Keith Chesterton","fiction",0,4.2352943,17,1583,"por"
"Open Library","Ordeal by Innocence","Agatha Christie","fiction",0,4,2,1958,"por"
"Open Library","Ivanhoe","Sir Walter Scott","fiction",0,3.5333333,15,1800,"de"
"Open Library","A Room with a View","E. M. Forster","fiction",0,3.75,20,1905,"chi"
"Open Library","It Can't Happen Here","Sinclair Lewis","fiction",0,3.7368422,19,1935,"rus"
"Open Library","The Last Battle","C. S. Lewis","fiction",0,3.875,72,1956,"pl"
"Open Library","A Passage to India","E. M. Forster","fiction",0,3.5,16,1924,"fr"
"Open Library","Anne of Avonlea","Lucy Maud Montgomery","fiction",0,4.285714,28,1909,"pl"
"Open Library","Villette, a novel","Charlotte Brontë","fiction",0,3.4,5,1853,"por"
"Open Library","After the Funeral","Agatha Christie","fiction",0,4.1764708,17,1953,"fr"
"Open Library","Tik-Tok of Oz","L. Frank Baum","fiction",0,2.5,2,1914,"en"
"Open Library","The Hollow","Agatha Christie","fiction",0,3.6666667,9,1946,"fr"
"Open Library","Murder on the Links","Agatha Christie","fiction",0,3.5,22,1923,"por"
"Open Library","The Princess and the Goblin","George MacDonald","fiction",0,3.5,6,1872,"chi"
"Open Library","The Twits","Roald Dahl","fiction",0,3.9454546,55,1967,"fr"
"Open Library","The Lost World","Arthur Conan Doyle","fiction",0,4.0454545,44,1900,"chi"
"Open Library","Sons and Lovers","D. H. Lawrence","fiction",0,4.5,10,1913,"de"
"Open Library","The Legend of Sleepy Hollow","Washington Irving","fiction",0,4.125,24,1820,"gre"
"Open Library","His Last Bow [8 stories]","Arthur Conan Doyle","fiction",0,4.137931,29,1917,"fr"
"Open Library","The Valley of Fear","Arthur Conan Doyle","fiction",0,4.148148,27,1914,"chi"
"Open Library","The Magician's Nephew","C. S. Lewis","fiction",0,4.037736,106,1955,"ice"
"Open Library","Der Steppenwolf","Hermann Hesse","fiction",0,3.9636364,55,1927,"fin"
"Open Library","Memoirs of Fanny Hill","John Cleland","fiction",0,3.4,5,1749,"en"
"Open Library","The Godfather","Mario Puzo","fiction",0,4.2272725,44,1969,"pl"
"Open Library","Appointment with Death","Agatha Christie","fiction",0,3.5714285,14,1938,"heb"
"Open Library","2001","Arthur C. Clarke","science_fiction",0,4.195122,123,1968,"fr"
"Open Library","The Martian Chronicles","Ray Bradbury","science_fiction",0,4.093458,107,1950,"rus"
"Open Library","De la terre à la lune","Jules Verne","science_fiction",0,4.035714,28,1865,"fr"
"Open Library","The book of the damned","Charles Fort","science_fiction",0,4,2,1919,"en"
"Open Library","Dune","Frank Herbert","science_fiction",0,4.300242,413,1965,"por"
"Open Library","Мы","Евгений Иванович Замятин","science_fiction",0,4.075,40,1924,"rus"
"Open Library","The Hitch Hiker's Guide to the Galaxy","Douglas Adams","science_fiction",0,4.5416665,168,1979,"por"
"Open Library","The Time Machine","H. G. Wells","science_fiction",0,4.00813,123,1895,"por"
"Open Library","Brave New World","Aldous Huxley","science_fiction",0,3.9715536,457,1932,"rus"
"Open Library","Flatland","Edwin Abbott Abbott","science_fiction",0,3.9081633,98,1884,"por"
"Open Library","The War of the Worlds","H. G. Wells","science_fiction",0,3.8152866,157,0,"por"
"Open Library","Fahrenheit 451","Ray Bradbury","science_fiction",0,3.9765809,427,1953,"fr"
"Open Library","R.U.R. and The insect play","Karel Čapek","science_fiction",0,3.75,8,1920,"de"
"Open Library","Vingt mille lieues sous les mers","Jules Verne","science_fiction",0,4.05,60,1870,"yid"
"Open Library","When the Sleeper Awakes","H. G. Wells","science_fiction",0,3.6363637,11,1899,"de"
"Open Library","The Island of Dr. Moreau","H. G. Wells","science_fiction",0,3.6938775,49,1896,"de"
"Open Library","Frankenstein or The Modern Prometheus","Mary Shelley","science_fiction",0,3.9629629,216,1818,"rus"
"Open Library","Animal Farm","George Orwell","science_fiction",0,4.1482143,560,1945,"yid"
"Open Library","Charlie and the Great Glass Elevator","Roald Dahl","science_fiction",0,3.528302,53,1972,"rus"
"Open Library","Ender's Game","Orson Scott Card","science_fiction",0,4.3491273,401,1985,"srp"
"Open Library","The Handmaid's Tale","Margaret Atwood","science_fiction",0,3.9590163,122,1985,"rus"
"Open Library","Бѣсы","Фёдор Михайлович Достоевский","science_fiction",0,4.5,8,1871,"rus"
"Open Library","Genji monogatari","Murasaki Shikibu","science_fiction",0,4,8,1900,"pan"
"Open Library","Poirot investigates","Agatha Christie","science_fiction",0,4.3333335,18,1924,"chi"
"Open Library","Dracula","Bram Stoker","science_fiction",0,4.0439563,182,1897,"por"
"Open Library","Slaughterhouse-Five","Kurt Vonnegut","science_fiction",0,4.1647058,255,1968,"bel"
"Open Library","Nineteen Eighty-Four","George Orwell","science_fiction",0,4.2886076,395,1949,"rum"
"Open Library","The Strange Case of Dr. Jekyll and Mr. Hyde","Robert Louis Stevenson","science_fiction",0,3.9503546,141,1875,"rus"
"Open Library","The Lightning Thief","Rick Riordan","science_fiction",0,4.2871795,390,2005,"por"
"Open Library","The Secret Agent","Joseph Conrad","science_fiction",0,4.076923,26,1907,"de"
"Open Library","The Wonderful Wizard of Oz","L. Frank Baum","science_fiction",0,3.935484,124,1899,"bel"
"Open Library","Hard Times","Charles Dickens","science_fiction",0,3.909091,22,1854,"por"
"Open Library","Northern Lights","Philip Pullman","science_fiction",0,3.9506726,223,1995,"por"
"Open Library","Le Tour du Monde en Quatre-Vingts Jours","Jules Verne","science_fiction",0,3.9529412,85,1872,"por"
"Open Library","The Lion, the Witch and the Wardrobe","C. S. Lewis","science_fiction",0,4.132231,121,1950,"ukr"
"Open Library","The Giver","Lois Lowry","science_fiction",0,4.029126,309,1993,"nor"
"Open Library","Братья Карамазовы","Фёдор Михайлович Достоевский","science_fiction",0,4.2580647,62,1880,"rus"
"Open Library","Metamorphosis","Franz Kafka","science_fiction",0,4.1643834,146,1915,"por"
"Open Library","The Lost Symbol","Dan Brown","science_fiction",0,3.6082475,97,2009,"pl"
"Open Library","The Two Towers","J.R.R. Tolkien","science_fiction",0,4.367713,223,1954,"rus"
"Open Library","A Wrinkle in Time","Madeleine L'Engle","science_fiction",0,3.9294116,170,1962,"kur"
"Open Library","A Clockwork Orange","Anthony Burgess","science_fiction",0,4.030303,66,1962,"rus"
"Open Library","The Hunger Games","Suzanne Collins","science_fiction",0,4.1013646,513,2008,"rus"
"Open Library","The Hobbit","J.R.R. Tolkien","science_fiction",0,4.2830577,484,1937,"yid"
"Open Library","Catching Fire","Suzanne Collins","science_fiction",0,4.113879,281,2009,"por"
"Open Library","Carrie","Stephen King","science_fiction",0,4,161,1974,"por"
"Open Library","The Subtle Knife","Philip Pullman","science_fiction",0,4.009524,105,1997,"heb"
"Open Library","Harry Potter and the Philosopher's Stone","J. K. Rowling","science_fiction",0,4.2183676,980,1997,"yid"
"Open Library","Moby Dick","Herman Melville","science_fiction",0,3.9786096,187,1851,"fr"
"Open Library","Common Sense","Thomas Paine","science_fiction",0,4.1,10,1776,"chi"
"Open Library","A Game of Thrones","George R. R. Martin","science_fiction",0,4.217742,744,1996,"jpn"
"Open Library","Twilight","Stephenie Meyer","science_fiction",0,3.6515512,419,2005,"gre"
"Open Library","Harry Potter and the Prisoner of Azkaban","J. K. Rowling","science_fiction",0,4.2423263,619,1999,"rum"
"Open Library","A Doll's House","Henrik Ibsen","science_fiction",0,4.3333335,12,1889,"en"
"Open Library","The Prince","Niccolò Machiavelli","science_fiction",0,3.8490567,106,1515,"rum"
"Open Library","Utopia","Thomas More","science_fiction",0,3.35,20,1518,"de"
"Open Library","Du contrat social","Jean-Jacques Rousseau","science_fiction",0,4.2,5,1762,"en"
"Open Library","Roughing It","Mark Twain","science_fiction",0,4.1666665,6,1872,"fr"
"Open Library","Rights of Man","Thomas Paine","science_fiction",0,4.5,4,1791,"chi"
"Open Library","πολιτεία","Πλάτων","science_fiction",0,3.7454545,55,1554,"grc"
"Open Library","Misery","Stephen King","science_fiction",0,4.1678834,137,1978,"por"
"Open Library","Essays","Francis Bacon","science_fiction",0,3.6363637,11,1618,"jpn"
"Open Library","Faerie queene","Edmund Spenser","science_fiction",0,4.6,10,1590,"en"
"Open Library","Alice's Adventures in Wonderland","Lewis Carroll","science_fiction",0,4.064516,217,1865,"yid"
"Open Library","The golden bough","James George Frazer","science_fiction",0,3.8,5,1890,"ita"
"Open Library","The Art of War","孙武","science_fiction",0,4.076433,157,1900,"fr"
"Open Library","Foundation","Isaac Asimov","science_fiction",0,4.095238,294,1951,"rus"
"Open Library","A Vindication of Rights of Woman","Mary Wollstonecraft","science_fiction",0,3.6,10,1792,"en"
"Open Library","Les Robots","Isaac Asimov","science_fiction",0,4.25,180,1950,"por"
"Open Library","Life on the Mississippi","Mark Twain","science_fiction",0,3.8333333,6,1883,"en"
"Open Library","Much Ado About Nothing","William Shakespeare","science_fiction",0,4.2727275,11,1600,"tlh"
"Open Library","Narrative of the life of Frederick Douglass","Frederick Douglass","science_fiction",0,4.3333335,12,1845,"en"
"Open Library","History","Herodotus","science_fiction",0,3.9333334,15,1494,"grc"
"Open Library","Walden","Henry David Thoreau","science_fiction",0,3.909091,33,1854,"rus"
"Open Library","Tao te Ching","老子","science_fiction",0,4.2909093,55,1842,"por"
"Open Library","Romeo and Juliet","William Shakespeare","science_fiction",0,3.6714976,207,1597,"fr"
"Open Library","Nemesis","Agatha Christie","mystery",0,4.090909,11,1970,"ita"
"Open Library","At Bertram's Hotel","Agatha Christie","mystery",0,4.0666666,15,1965,"de"
"Open Library","They Do It with Mirrors","Agatha Christie","mystery",0,4.3333335,9,1952,"heb"
"Open Library","4:50 from Paddington","Agatha Christie","mystery",0,3.9565217,23,1957,"rus"
"Open Library","The Mirror Crack'd from Side to Side","Agatha Christie","mystery",0,4.4444447,18,1960,"ita"
"Open Library","Hallowe'en Party","Agatha Christie","mystery",0,3.4666667,15,1969,"de"
"Open Library","The Big Four","Agatha Christie","mystery",0,4.181818,22,1927,"ita"
"Open Library","Murder in Three Acts","Agatha Christie","mystery",0,3.6666667,12,1934,"en"
"Open Library","Crooked House","Agatha Christie","mystery",0,4.2727275,11,1949,"por"
"Open Library","Sleeping Murder","Agatha Christie","mystery",0,4.142857,14,1940,"fr"
"Open Library","The Big Sleep","Raymond Chandler","mystery",0,4.05,20,1939,"fr"
"Open Library","Peril at End House","Agatha Christie","mystery",0,4.181818,22,1932,"en"
"Open Library","Five Little Pigs","Agatha Christie","mystery",0,4,19,1942,"en"
"Open Library","Elephants Can Remember","Agatha Christie","mystery",0,3.8333333,12,1969,"jpn"
"Open Library","The Murder at the Vicarage","Agatha Christie","mystery",0,4.137931,29,1930,"por"
"Open Library","The Club of Queer Trades","Gilbert Keith Chesterton","mystery",0,3.2307692,13,1900,"es"
"Open Library","Curtain","Agatha Christie","mystery",0,4.3125,16,1975,"por"
"Open Library","A Pocket Full of Rye","Agatha Christie","mystery",0,4.3846154,13,1953,"rus"
"Open Library","The Man Who Knew Too Much","Gilbert Keith Chesterton","mystery",0,3.9411764,17,1922,"en"
"Open Library","The Moving Finger","Agatha Christie","mystery",0,3.7272727,11,1942,"dut"
"Open Library","The Murder of Roger Ackroyd","Agatha Christie","mystery",0,4.2236843,76,1926,"por"
"Open Library","Whose Body?","Dorothy L. Sayers","mystery",0,4.25,28,1923,"en"
"Open Library","Sparkling Cyanide","Agatha Christie","mystery",0,3.9166667,12,1945,"heb"
"Open Library","Evil Under the Sun","Agatha Christie","mystery",0,3.68,25,1941,"vie"
"Open Library","One, Two, Buckle My Shoe","Agatha Christie","mystery",0,3.7272727,11,1940,"por"
"Open Library","The Sign of Four","Arthur Conan Doyle","mystery",0,4.25,88,1889,"srp"
"Open Library","Hercule Poirot's Christmas","Agatha Christie","mystery",0,4.0454545,22,1939,"por"
"Open Library","Lord Edgware Dies","Agatha Christie","mystery",0,3.9166667,12,1933,"fr"
"Open Library","Death in the Clouds","Agatha Christie","mystery",0,4.2941175,17,1935,"jpn"
"Open Library","The Body in the Library","Agatha Christie","mystery",0,3.85,20,1942,"tur"
"Open Library","Memoirs of Sherlock Holmes [11 stories]","Arthur Conan Doyle","mystery",0,4.535714,28,1893,"jpn"
"Open Library","A Caribbean Mystery","Agatha Christie","mystery",0,4,10,1964,"fr"
"Open Library","The Daughter of Time","Josephine Tey","mystery",0,3.4444444,9,1951,"de"
"Open Library","Murder in Mesopotamia","Agatha Christie","mystery",0,4.214286,14,1936,"de"
"Open Library","And Then There Were None","Agatha Christie","mystery",0,4.25,164,1939,"por"
"Open Library","The Secret Adversary","Agatha Christie","mystery",0,3.7878788,33,1922,"por"
"Open Library","The Man Who Was Thursday","Gilbert Keith Chesterton","mystery",0,3.4827585,29,1908,"cat"
"Open Library","The Case-Book of Sherlock Holmes","Arthur Conan Doyle","mystery",0,4.5666666,30,1927,"srp"
"Open Library","A Study in Scarlet","Arthur Conan Doyle","mystery",0,3.9646018,113,1887,"jpn"
"Open Library","A Murder Is Announced","Agatha Christie","mystery",0,4.2272725,22,1950,"fr"
"Open Library","Cards on the Table","Agatha Christie","mystery",0,3.875,16,1936,"de"
"Open Library","The Murders in the Rue Morgue","Edgar Allan Poe","mystery",0,4.25,20,1841,"epo"
"Open Library","The Adventures of Sherlock Holmes [12 stories]","Arthur Conan Doyle","mystery",0,4.152941,170,1892,"srp"
"Open Library","The A.B.C. Murders","Agatha Christie","mystery",0,4.0677967,59,1936,"de"
"Open Library","The Moonstone","Wilkie Collins","mystery",0,4.090909,22,1800,"ita"
"Open Library","Death on the Nile","Agatha Christie","mystery",0,4.1666665,24,1937,"heb"
"Open Library","The Clocks","Agatha Christie","mystery",0,3.2,10,1963,"amh"
"Open Library","Murder on the Orient Express","Agatha Christie","mystery",0,4.12069,116,1933,"por"
"Open Library","The Return of Sherlock Holmes","Arthur Conan Doyle","mystery",0,4.2727275,33,1903,"jpn"
"Open Library","The Hound of the Baskervilles","Arthur Conan Doyle","mystery",0,4,59,1900,"may"
"Open Library","The Mysterious Affair at Styles","Agatha Christie","mystery",0,4.035714,84,1920,"por"
"Open Library","Tom Sawyer, Detective","Mark Twain","mystery",0,4.181818,11,1897,"es"
"Open Library","The Complete Sherlock Holmes [4 novels, 56 stories]","Arthur Conan Doyle","mystery",0,4.5,46,1900,"por"
"Open Library","The Da Vinci Code","Dan Brown","mystery",0,3.911111,180,2003,"rus"
"Open Library","Third Girl","Agatha Christie","mystery",0,3.5,6,1966,"fr"
"Open Library","The Woman in White","Wilkie Collins","mystery",0,4.05,20,1859,"chi"
"Open Library","Il nome della rosa","Umberto Eco","mystery",0,4.1465516,116,1980,"por"
"Open Library","Arsène Lupin, gentleman-cambrioleur","Maurice Leblanc","mystery",0,3.75,4,1907,"de"
"Open Library","Преступление и наказание","Фёдор Михайлович Достоевский","mystery",0,4.295302,149,1866,"yid"
"Open Library","Perfume","Patrick Süskind","mystery",0,3.8536584,82,1985,"gre"
"Open Library","The Curious Incident of the Dog in the Night-Time","Mark Haddon","mystery",0,3.9347825,230,2002,"por"
"Open Library","The Thirty-Nine Steps","John Buchan","mystery",0,3.75,24,1915,"es"
"Open Library","The Secret Garden","Frances Hodgson Burnett","mystery",0,3.9333334,90,1911,"cat"
"Open Library","The Castle of Otranto","Horace Walpole","mystery",0,3.4,15,1764,"por"
"Open Library","El túnel","Ernesto Sabato","mystery",0,4.138889,36,1948,"est"
"Open Library","Heart of Darkness","Joseph Conrad","mystery",0,3.5984848,132,1899,"tur"
"Open Library","In Cold Blood","Truman Capote","mystery",0,4.074468,94,1965,"heb"
"Open Library","The Spy Who Came in from the Cold","John le Carré","mystery",0,4.1555557,45,1602,"fr"
"Open Library","A Connecticut Yankee in King Arthur's Court","Mark Twain","mystery",0,3.7333333,15,1889,"rus"
"Open Library","Angels & Demons","Dan Brown","mystery",0,3.6509805,255,2000,"jpn"
"Open Library","Harry Potter and the Half-Blood Prince","J. K. Rowling","mystery",0,4.347826,207,2005,"gre"
"Open Library","Oliver Twist","Charles Dickens","mystery",0,4.0657897,76,1822,"yid"
"Open Library","Harry Potter and the Deathly Hallows","J. K. Rowling","mystery",0,4.267157,408,2007,"gre"
"Open Library","Middlemarch","George Eliot","mystery",0,4.12,25,1800,"rus"
"Open Library","La sombra del viento","Carlos Ruiz Zafón","mystery",0,4.2916665,48,2001,"pl"
"Open Library","The Age of Fable","Thomas Bulfinch","romance",0,3,4,1800,"fr"
"Open Library","Memórias póstumas de Brás Cubas","Machado de Assis","romance",0,3.6875,16,1881,"por"
"Open Library","Far from the Madding Crowd","Thomas Hardy","romance",0,3.6842105,19,1874,"por"
"Open Library","Le Morte d'Arthur","Thomas Malory","romance",0,3.4210527,19,1557,"heb"
"Open Library","El amor en los tiempos del cólera","Gabriel García Márquez","romance",0,4.206897,58,1985,"rus"
"Open Library","Le rouge et le noir","Stendhal","romance",0,3.8823528,17,1830,"por"
"Open Library","Du côté de chez Swann","Marcel Proust","romance",0,3.8888888,9,1908,"por"
"Open Library","Women in Love","D. H. Lawrence","romance",0,3.5789473,19,1877,"por"
"Open Library","Veinte poemas de amor y una canción desesperada","Pablo Neruda","romance",0,4.2272725,22,1924,"arn"
"Open Library","Northanger Abbey","Jane Austen","romance",0,3.875,40,1818,"ita"
"Open Library","The Fall of the House of Usher","Edgar Allan Poe","romance",0,4.2777777,18,1704,"en"
"Open Library","Les Liaisons dangereuses","Pierre Choderlos de Laclos","romance",0,3.857143,14,1782,"tur"
"Open Library","Pride and Prejudice","Jane Austen","romance",0,4.185864,382,1813,"pan"
"Open Library","La Chute","Albert Camus","romance",0,3.7017543,57,1917,"ita"
"Open Library","Анна Каренина","Лев Толстой","romance",0,4.191489,47,1876,"yid"
"Open Library","Fifty Shades of Grey","E. L. James","romance",0,3.9394906,314,2000,"por"
"Open Library","Noli Me Tangere","José Rizal","romance",0,4.4,10,1902,"ita"
"Open Library","Sense and Sensibility","Jane Austen","romance",0,3.8666666,45,1811,"por"
"Open Library","Tender is the Night","F. Scott Fitzgerald","romance",0,3.8947368,19,1933,"ita"
"Open Library","This Side of Paradise","F. Scott Fitzgerald","romance",0,3.9411764,17,1920,"por"
"Open Library","The Great Gatsby","F. Scott Fitzgerald","romance",0,3.9646466,198,1920,"heb"
"Open Library","Lady Susan","Jane Austen","romance",0,3.1818182,11,1925,"fr"
"Open Library","The Turn of the Screw","Henry James","romance",0,3.65,40,1898,"jpn"
"Open Library","Terre des hommes","Antoine de Saint-Exupéry","romance",0,4.2352943,17,1936,"mul"
"Open Library","The Return of the Native","Thomas Hardy","romance",0,4,7,1878,"und"
"Open Library","Emma","Jane Austen","romance",0,3.9649122,57,1815,"rus"
"Open Library","The Age of Innocence","Edith Wharton","romance",0,3.5416667,48,1920,"fr"
"Open Library","Die Blechtrommel","Günter Grass","romance",0,2.9285715,14,1959,"de"
"Open Library","Our Mutual Friend","Charles Dickens","romance",0,2.6,5,1800,"en"
"Open Library","The Awakening","Kate Chopin","romance",0,3.5945945,37,1899,"de"
"Open Library","Ethan Frome","Edith Wharton","romance",0,4,42,1910,"fr"
"Open Library","Les Trois Mousquetaires","Alexandre Dumas","romance",0,4.1034484,29,1844,"fr"
"Open Library","Le Comte de Monte Cristo","Alexandre Dumas","romance",0,4.2864585,192,1830,"yid"
"Open Library","Доктор Живаго","Boris Leonidovich Pasternak","romance",0,3.5,16,1957,"yid"
"Open Library","Breakfast at Tiffany's","Truman Capote","romance",0,3.9333334,15,1956,"por"
"Open Library","À rebours","Joris-Karl Huysmans","romance",0,4.4,10,1884,"de"
"Open Library","Wuthering Heights","Emily Brontë","romance",0,4.1043167,278,1846,"fr"
"Open Library","Lolita","Vladimir Nabokov","romance",0,3.972477,109,1777,"rus"
"Open Library","Se questo è un uomo","Primo Levi","romance",0,4.2727275,22,1947,"por"
"Open Library","The House of Mirth","Edith Wharton","romance",0,4.125,16,1905,"en"
"Open Library","Daisy Miller","Henry James","romance",0,3,4,1877,"en"
"Open Library","Rebecca","Daphne du Maurier","romance",0,4.1489363,47,1938,"heb"
"Open Library","Don Quijote de la Mancha","Miguel de Cervantes Saavedra","romance",0,3.8947368,57,1600,"yid"
"Open Library","Il Paradiso","Dante Alighieri","romance",0,4.8333335,6,1595,"lat"
"Open Library","Les fleurs du mal","Charles Baudelaire","romance",0,4.230769,13,1855,"por"
"Open Library","Persuasion","Jane Austen","romance",0,4.102041,49,1789,"chi"
"Open Library","The Portrait of a Lady","Henry James","romance",0,3.909091,22,1881,"urd"
"Open Library","Cranford","Elizabeth Cleghorn Gaskell","romance",0,4.0833335,12,1853,"es"
"Open Library","Black Beauty","Anna Sewell","romance",0,4.304348,23,1877,"fr"
"Open Library","Notre Dame de Paris","Victor Hugo","romance",0,4.1136365,44,1831,"en"
"Open Library","A Midsummer Night's Dream","William Shakespeare","romance",0,3.9134614,104,1600,"fr"
